CUSTOMER_ID,CUSTOMER_NAME,CITY,REGION,SEGMENT,Total_expenditure,total_orders,Repeating_customers,Total_Profit,Profits,Avg_Spending_on_each_Order,Prefered_category,prefered_sub_category,buying_only_discounted,SHIP_MODE,ShipMode_Count,Most_brought_products,quantity_of_products
CC-12610,Corey Catlett,Philadelphia,East,Corporate,32692.519999999993,13,Repeated,,1814.2589999999984,2514.8092307692305,Office Supplies,Appliances,not always,First Class,90,iOttie HLCRIO102 Car Mount,20
CC-12670,Craig Carreira,New York City,East,Consumer,39195.54999999995,13,Repeated,,3644.1839999999956,3015.042307692304,Office Supplies,Binders,not always,Second Class,190,Xerox 1930,20
CC-12685,Craig Carroll,Greensboro,South,Consumer,56491.209999999985,7,Repeated,,17456.351000000006,8070.172857142855,Office Supplies,Binders,not always,Standard Class,220,Wilson Jones Easy Flow II Sheet Lifters,20
CD-11920,Carlos Daly,Lake Elsinore,West,Consumer,40430.359999999986,9,Repeated,,8416.190000000002,4492.262222222221,Office Supplies,Paper,not always,Standard Class,90,Xerox 201,20
CD-11980,Carol Darley,Tyler,Central,Consumer,12795.319999999994,6,Repeated,,-4134.344000000001,2132.5533333333324,Office Supplies,Paper,not always,Standard Class,120,Xerox 1906,20
CD-12280,Christina DeMoss,Seattle,West,Consumer,24111.67999999996,4,Repeated,,4660.5480000000025,6027.91999999999,Office Supplies,Binders,not always,Second Class,160,Xerox 202,20
CD-12790,Cynthia Delaney,San Diego,West,Home Office,36017.679999999986,8,Repeated,7675.122000000001,7675.122000000001,4502.209999999998,Office Supplies,Fasteners,not always,Standard Class,170,Xerox 1999,20
CG-12040,Catherine Glotzbach,Philadelphia,East,Home Office,18089.360000000004,12,Repeated,,1730.211999999999,1507.446666666667,Office Supplies,Paper,not always,Standard Class,160,Xerox 202,20
CG-12520,Claire Gute,Henderson,South,Consumer,22975.599999999988,6,Repeated,,3398.6879999999937,3829.2666666666646,Furniture,Bookcases,not always,Second Class,40,Xerox 1986,20
CH-12070,Cathy Hwang,Raleigh,South,Home Office,30744.720000000005,6,Repeated,,3903.0220000000004,5124.120000000001,Technology,Phones,not always,Standard Class,40,Xerox 211,20
CJ-11875,Carl Jackson,Philadelphia,East,Corporate,330.4,2,Repeated,33.040000000000006,33.040000000000006,165.2,Office Supplies,Art,always,First Class,20,Newell 31,20
CJ-12010,Caroline Jumper,Huntington Beach,West,Consumer,223299.47999999995,16,Repeated,,17174.828000000005,13956.217499999997,Furniture,Chairs,not always,Standard Class,400,Staple-based wall hangings,20
CK-12205,Chloris Kastensmidt,Philadelphia,East,Consumer,59818.21999999993,23,Repeated,,1995.8380000000009,2600.79217391304,Office Supplies,Paper,not always,Standard Class,390,Xerox 231,20
CK-12325,Christine Kargatis,Orem,West,Home Office,46175.939999999966,8,Repeated,,1960.282000000001,5771.992499999996,Furniture,Furnishings,not always,Standard Class,110,Xerox 1993,20
CK-12595,Clytie Kelty,Grove City,East,Consumer,47301.09999999997,21,Repeated,,9941.86900000001,2252.433333333332,Office Supplies,Binders,not always,First Class,280,Plantronics S12 Corded Telephone Headset System,40
CK-12760,Cyma Kinney,Linden,East,Corporate,30141.780000000002,16,Repeated,,-7434.6020000000135,1883.8612500000002,Office Supplies,Storage,not always,Standard Class,200,X-Rack File for Hanging Folders,20
CL-11890,Carl Ludwig,Everett,East,Consumer,24004.759999999984,7,Repeated,,6855.13,3429.2514285714265,Furniture,Bookcases,not always,Second Class,90,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,20
CL-12565,Clay Ludtke,Urbandale,Central,Consumer,197417.83999999997,20,Repeated,,36677.868000000024,9870.891999999998,Office Supplies,Binders,not always,Standard Class,340,Zebra GX420t Direct Thermal/Thermal Transfer Printer,20
CL-12700,Craig Leslie,Springfield,Central,Home Office,47071.72000000004,10,Repeated,,4580.197999999998,4707.172000000004,Office Supplies,Binders,not always,Standard Class,120,Xerox 226,20
CM-11815,Candace McMahon,Pasadena,Central,Corporate,32774.72000000002,10,Repeated,4036.9999999999977,4036.9999999999977,3277.4720000000025,Technology,Accessories,not always,Second Class,100,Xerox 230,20
CM-11935,Carlos Meador,Fayetteville,South,Consumer,11307.840000000006,4,Repeated,,-874.6479999999998,2826.9600000000014,Furniture,Bookcases,always,Standard Class,60,"Sauder Forest Hills Library, Woodland Oak Finish",20
CM-12115,Chad McGuire,New York City,East,Consumer,33232.20000000001,8,Repeated,8181.357999999991,8181.357999999991,4154.0250000000015,Furniture,Furnishings,not always,Standard Class,60,Tensor Computer Mounted Lamp,20
CM-12160,Charles McCrossin,Brownsville,Central,Consumer,50666.27999999995,12,Repeated,,-7887.371999999999,4222.189999999996,Technology,Accessories,not always,Standard Class,100,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",20
CM-12190,Charlotte Melton,Philadelphia,East,Consumer,29502.87999999997,12,Repeated,,1824.0659999999991,2458.5733333333305,Office Supplies,Storage,not always,Same Day,60,iOttie HLCRIO102 Car Mount,20
CM-12235,Chris McAfee,Carrollton,Central,Consumer,46114.24000000002,10,Repeated,7300.77400000001,7300.77400000001,4611.424000000002,Office Supplies,Paper,not always,Standard Class,80,Xerox 1994,20
CM-12385,Christopher Martinez,Atlanta,South,Consumer,179080.39999999985,8,Repeated,,77997.80799999999,22385.04999999998,Office Supplies,Art,not always,Standard Class,180,Toshiba IPT2010-SD IP Telephone,20
CM-12445,Chuck Magee,San Francisco,West,Consumer,5455.199999999992,5,Repeated,,1180.86,1091.0399999999984,Office Supplies,Paper,not always,Same Day,80,Staples,20
CM-12655,Corinna Mitchell,Los Angeles,West,Home Office,126791.15200000013,12,Repeated,,31449.17,10565.929333333344,Technology,Phones,not always,Standard Class,120,Xiaomi Mi3,20
CM-12715,Craig Molinari,Huntsville,Central,Corporate,52677.78800000003,5,Repeated,,1464.176,10535.557600000006,Office Supplies,Art,not always,Standard Class,110,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,20
CP-12085,Cathy Prescott,Norwich,East,Corporate,106745.28000000004,15,Repeated,,7916.611999999975,7116.352000000003,Furniture,Furnishings,not always,Second Class,140,Xerox 23,20
CP-12340,Christine Phan,New York City,East,Corporate,83214.19999999998,15,Repeated,,-26689.356999999996,5547.613333333332,Office Supplies,Binders,not always,Standard Class,210,Wireless Extenders zBoost YX545 SOHO Signal Booster,20
CR-12580,Clay Rozendal,Elmhurst,Central,Home Office,42977.03999999995,8,Repeated,,1488.026000000002,5372.129999999994,Furniture,Tables,not always,Standard Class,60,Safco Industrial Wire Shelving,20
CR-12625,Corey Roper,Lakewood,East,Home Office,5976.7999999999965,4,Repeated,1752.0439999999996,1752.0439999999996,1494.1999999999991,Furniture,Chairs,not always,Standard Class,20,"Global Value Mid-Back Manager's Chair, Gray",20
CR-12730,Craig Reiter,Columbus,East,Consumer,27797.27999999999,7,Repeated,,6198.5480000000025,3971.0399999999986,Office Supplies,Appliances,not always,Standard Class,80,Xerox 1978,20
CR-12820,Cyra Reiten,New York City,East,Home Office,27957.44799999997,6,Repeated,,1665.4059999999988,4659.574666666662,Office Supplies,Art,not always,Standard Class,80,Space Solutions HD Industrial Steel Shelving.,20
CS-11845,Cari Sayre,Seattle,West,Corporate,25486.439999999962,9,Repeated,,3846.5120000000006,2831.8266666666623,Office Supplies,Binders,not always,First Class,90,Xerox 1882,20
CS-11860,Cari Schnelling,Jacksonville,South,Consumer,5859.919999999998,10,Repeated,,1179.1400000000003,585.9919999999998,Office Supplies,Paper,not always,Standard Class,60,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",20
CS-11950,Carlos Soltero,Chicago,Central,Consumer,47575.32999999994,20,Repeated,,-1647.8159999999993,2378.766499999997,Furniture,Furnishings,not always,Standard Class,260,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",20
CS-12130,Chad Sievert,Los Angeles,West,Consumer,12972.359999999979,7,Repeated,,2033.0619999999983,1853.1942857142826,Office Supplies,Paper,not always,Standard Class,110,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",20
CS-12175,Charles Sheldon,Columbia,South,Corporate,14927.060000000007,9,Repeated,,1281.7599999999984,1658.562222222223,Office Supplies,Binders,not always,Standard Class,130,"Ultra Door Kickplate, 8""H x 34""W",20
CS-12250,Chris Selesnick,Bossier City,South,Corporate,36138.71999999993,21,Repeated,10295.737999999994,10295.737999999994,1720.8914285714252,Office Supplies,Binders,not always,Standard Class,260,Xerox 212,20
CS-12355,Christine Sundaresam,Roswell,South,Consumer,60977.83999999998,20,Repeated,15868.561999999996,15868.561999999996,3048.891999999999,Office Supplies,Art,not always,Standard Class,320,Xerox 1908,20
CS-12400,Christopher Schild,Chicago,Central,Home Office,69935.97000000003,17,Repeated,,-7662.377999999984,4113.880588235296,Furniture,Tables,not always,Standard Class,170,Bretford Rectangular Conference Table Tops,40
CS-12460,Chuck Sachs,Columbus,South,Consumer,11012.879999999986,4,Repeated,3125.1859999999983,3125.1859999999983,2753.2199999999966,Office Supplies,Binders,not always,Standard Class,120,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",20
CS-12490,Cindy Schnelling,Conroe,Central,Corporate,21544.569999999985,8,Repeated,,-6057.521999999998,2693.071249999998,Technology,Phones,not always,Standard Class,160,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",20
CS-12505,Cindy Stewart,Thomasville,South,Consumer,113613.59999999993,11,Repeated,,-132617.78999999995,10328.509090909085,Office Supplies,Paper,not always,Standard Class,160,Xerox 1962,20
CT-11995,Carol Triggs,Rochester,Central,Consumer,47957.82,14,Repeated,,367.51999999999964,3425.558571428571,Office Supplies,Art,not always,Standard Class,180,Satellite Sectional Post Binders,20
CV-12295,Christina VanderZanden,Fresno,West,Consumer,42304.39999999998,8,Repeated,8226.763999999997,8226.763999999997,5288.049999999997,Office Supplies,Binders,not always,Standard Class,120,Staples in misc. colors,20
CV-12805,Cynthia Voltz,New York City,East,Corporate,47406.27199999998,18,Repeated,,1979.9500000000073,2633.681777777777,Office Supplies,Binders,not always,Standard Class,200,iHome FM Clock Radio with Lightning Dock,20
CW-11905,Carl Weiss,Huntsville,Central,Home Office,21308.400000000012,11,Repeated,7245.056,7245.056,1937.1272727272737,Office Supplies,Binders,not always,Standard Class,100,Xerox 229,20
CY-12745,Craig Yedwab,Oakland,West,Corporate,55896.60000000004,15,Repeated,,4579.206000000005,3726.440000000003,Technology,Phones,not always,Standard Class,120,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,20
Co-12640,Corey-Lock,Philadelphia,East,Consumer,20567.240000000005,7,Repeated,,2688.454000000003,2938.1771428571437,Office Supplies,Storage,not always,Standard Class,90,Okidata C331dn Printer,20
DA-13450,Dianna Arnett,Houston,Central,Home Office,2345.1999999999994,5,Repeated,918.5439999999998,918.5439999999998,469.03999999999985,Office Supplies,Paper,not always,Standard Class,60,Xerox 195,20
DB-12910,Daniel Byrd,Tampa,South,Home Office,43328.300000000054,15,Repeated,,8591.20799999999,2888.553333333337,Office Supplies,Paper,not always,Standard Class,130,Xerox 1935,20
DB-12970,Darren Budd,Los Angeles,West,Corporate,54753.332000000024,9,Repeated,,4082.2080000000046,6083.7035555555585,Furniture,Chairs,not always,Second Class,140,Xerox 23,20
DB-13060,Dave Brooks,Seattle,West,Consumer,72790.34000000011,12,Repeated,,5362.965000000007,6065.861666666676,Furniture,Furnishings,not always,Standard Class,80,Tenex B1-RE Series Chair Mats for Low Pile Carpets,20
DB-13120,David Bremer,Santa Clara,West,Corporate,59461.87999999999,14,Repeated,,-28435.383999999995,4247.277142857142,Office Supplies,Paper,not always,Standard Class,200,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),20
DB-13210,Dean Braden,Houston,Central,Consumer,46651.53999999999,20,Repeated,,3399.3580000000034,2332.5769999999998,Furniture,Chairs,not always,Standard Class,280,XtraLife ClearVue Slant-D Ring Binders by Cardinal,20
DB-13270,Deborah Brumfield,San Diego,West,Home Office,91946.57999999996,15,Repeated,,16385.46400000001,6129.771999999997,Office Supplies,Binders,not always,Standard Class,140,VTech DS6151,20
DB-13360,Dennis Bolton,New York City,East,Home Office,19964.920000000013,9,Repeated,5021.2580000000025,5021.2580000000025,2218.324444444446,Office Supplies,Paper,not always,Standard Class,100,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),20
DB-13405,Denny Blanton,La Porte,Central,Consumer,34233.84,8,Repeated,8778.184000000007,8778.184000000007,4279.23,Technology,Accessories,not always,Second Class,240,"Tenex File Box, Personal Filing Tote with Lid, Black",20
DB-13555,Dorothy Badders,Jacksonville,South,Corporate,69697.1959999999,11,Repeated,,2103.078999999999,6336.108727272717,Furniture,Bookcases,not always,Standard Class,200,Xerox 1988,20
DB-13615,Doug Bickford,Los Angeles,West,Consumer,39349.24,13,Repeated,,8641.098999999991,3026.8646153846153,Office Supplies,Storage,not always,Standard Class,110,Xerox 1883,20
DB-13660,Duane Benoit,Oceanside,East,Consumer,22444.33999999999,13,Repeated,,3243.410999999999,1726.4876923076915,Office Supplies,Binders,not always,Standard Class,150,Xerox 1953,20
DC-12850,Dan Campbell,Florence,South,Consumer,61646.76000000011,16,Repeated,,-28054.03599999995,3852.922500000007,Office Supplies,Art,not always,Standard Class,190,Staples,20
DC-13285,Debra Catini,Cottage Grove,Central,Consumer,22048.759999999995,9,Repeated,,2093.396000000001,2449.8622222222216,Office Supplies,Storage,not always,Standard Class,80,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,20
DD-13570,Dorothy Dickinson,Houston,Central,Consumer,4118.379999999999,10,Repeated,,815.0319999999996,411.8379999999999,Office Supplies,Paper,not always,Standard Class,140,OIC Binder Clips,20
DE-13255,Deanra Eno,Springfield,East,Home Office,50777.95999999997,8,Repeated,,9190.982999999993,6347.244999999996,Office Supplies,Paper,not always,Second Class,110,Xerox 2,20
DF-13135,David Flashing,Vallejo,West,Consumer,46709.7,5,Repeated,,-5564.964999999998,9341.939999999999,Office Supplies,Binders,not always,Standard Class,80,Xerox 1906,20
DG-13300,Deirdre Greer,Philadelphia,East,Corporate,63155.16000000004,9,Repeated,,11034.773999999998,7017.240000000004,Furniture,Furnishings,not always,Standard Class,70,Xerox 202,20
DH-13075,Dave Hallsten,Richmond,South,Corporate,90002.4399999999,11,Repeated,,20643.538000000004,8182.039999999991,Office Supplies,Paper,not always,First Class,240,Xerox 204,20
DH-13675,Duane Huffman,Quincy,East,Home Office,11683.559999999983,6,Repeated,,1455.5360000000007,1947.2599999999973,Furniture,Furnishings,not always,Standard Class,80,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",20
DJ-13420,Denny Joy,Warner Robins,South,Corporate,39057.20000000002,7,Repeated,9263.052000000001,9263.052000000001,5579.600000000003,Furniture,Chairs,not always,Second Class,40,Xerox 1894,20
DJ-13510,Don Jones,Murfreesboro,South,Corporate,45185.859999999884,15,Repeated,,5027.638,3012.390666666659,Furniture,Chairs,not always,Standard Class,140,Xerox 209,20
DJ-13630,Doug Jacobs,New York City,East,Consumer,67127.95999999993,6,Repeated,14631.28800000001,14631.28800000001,11187.993333333323,Office Supplies,Art,not always,Standard Class,140,Staples in misc. colors,20
DK-12835,Damala Kotsonis,Salinas,West,Corporate,62975.0800000001,22,Repeated,,17846.12399999998,2862.503636363641,Office Supplies,Binders,not always,Standard Class,180,Xerox 218,20
DK-12895,Dana Kaydos,Kenosha,Central,Consumer,85643.51999999997,10,Repeated,18752.991999999995,18752.991999999995,8564.351999999997,Furniture,Furnishings,not always,Standard Class,300,Xerox 217,20
DK-12985,Darren Koutras,Henderson,South,Consumer,27278.799999999977,9,Repeated,,-2066.301,3030.9777777777754,Office Supplies,Storage,not always,Standard Class,150,"Situations Contoured Folding Chairs, 4/Set",20
DK-13090,Dave Kipp,Seattle,West,Consumer,53011.13999999989,14,Repeated,,10727.87000000001,3786.509999999992,Office Supplies,Paper,not always,Standard Class,180,Xerox 1923,20
DK-13150,David Kendrick,Decatur,Central,Corporate,11621.040000000006,3,Repeated,4213.886999999998,4213.886999999998,3873.680000000002,Office Supplies,Paper,not always,Standard Class,60,Xerox 1908,20
DK-13225,Dean Katz,Philadelphia,East,Corporate,95908.47999999988,17,Repeated,,4137.962,5641.67529411764,Office Supplies,Storage,not always,Standard Class,180,Xerox 227,20
DK-13375,Dennis Kane,Marion,East,Consumer,62590.01999999977,15,Repeated,,6445.4849999999915,4172.667999999985,Furniture,Furnishings,not always,Second Class,240,Xerox 227,20
DL-12865,Dan Lawera,Cincinnati,East,Consumer,29580.799999999996,14,Repeated,,6367.659999999992,2112.9142857142856,Office Supplies,Labels,not always,Standard Class,220,"SmartStand Mobile Device Holder, Assorted Colors",20
DL-12925,Daniel Lacy,Oceanside,West,Consumer,45108.500000000015,10,Repeated,,3334.68,4510.850000000001,Technology,Phones,not always,Standard Class,160,Xerox 1971,20
DL-13315,Delfina Latchford,New York City,East,Consumer,25533.91999999995,13,Repeated,,5896.418999999997,1964.1476923076884,Office Supplies,Paper,not always,Second Class,210,Xerox 1996,20
DL-13330,Denise Leinenbach,Las Cruces,West,Consumer,11469.200000000004,7,Repeated,4432.618,4432.618,1638.4571428571435,Office Supplies,Art,not always,Second Class,100,Ricoh - Ink Collector Unit for GX3000 Series Printers,20
DL-13495,Dionis Lloyd,San Francisco,West,Corporate,70786.43999999999,16,Repeated,,-1055.7600000000002,4424.152499999999,Office Supplies,Labels,not always,Standard Class,140,Xerox 1978,20
DM-12955,Dario Medina,Lincoln Park,Central,Corporate,17479.559999999965,12,Repeated,,1591.198,1456.6299999999972,Office Supplies,Art,not always,Standard Class,130,Safco Drafting Table,20
DM-13015,Darrin Martin,Encinitas,West,Consumer,84064.13999999996,13,Repeated,,17551.056000000022,6466.472307692305,Office Supplies,Binders,not always,Second Class,180,Staple envelope,30
DM-13345,Denise Monton,Roswell,South,Corporate,81353.12,14,Repeated,,26344.09200000003,5810.937142857142,Office Supplies,Binders,not always,Standard Class,180,Xerox 1987,20
DM-13525,Don Miller,Houston,Central,Corporate,25110.380000000012,5,Repeated,,3850.4540000000025,5022.076000000003,Furniture,Furnishings,not always,Second Class,140,Xerox 202,20
DN-13690,Duane Noonan,San Francisco,West,Consumer,35322.29999999997,11,Repeated,9013.485000000006,9013.485000000006,3211.118181818179,Furniture,Furnishings,not always,Standard Class,130,Round Ring Binders,20
DO-13435,Denny Ordway,Pembroke Pines,South,Consumer,23871.10999999999,17,Repeated,,-833.4080000000002,1404.18294117647,Office Supplies,Paper,not always,Standard Class,120,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),20
DO-13645,Doug O'Connell,Los Angeles,West,Consumer,25346.319999999985,14,Repeated,5881.352000000002,5881.352000000002,1810.4514285714274,Office Supplies,Paper,not always,Standard Class,160,"Global Value Steno Chair, Gray",40
DP-13000,Darren Powers,New Albany,Central,Consumer,19317.119999999984,16,Repeated,,4586.669999999997,1207.319999999999,Office Supplies,Paper,not always,Standard Class,290,Xerox 1934,20
DP-13105,Dave Poirier,Salinas,West,Corporate,44300.03999999995,16,Repeated,,11263.522,2768.752499999997,Office Supplies,Binders,not always,Standard Class,220,Xerox 202,20
DP-13165,David Philippe,New York City,East,Consumer,10666.319999999992,3,Repeated,,-399.3559999999999,3555.4399999999973,Office Supplies,Art,not always,First Class,30,Avery Fluorescent Highlighter Four-Color Set,20
DP-13390,Dennis Pardue,Peoria,Central,Home Office,106866.08000000016,15,Repeated,,30598.747000000025,7124.405333333344,Office Supplies,Binders,not always,Standard Class,90,Xerox 193,20
DR-12880,Dan Reichenbach,Chicago,Central,Corporate,130560.68000000017,18,Repeated,,32837.22600000001,7253.371111111121,Technology,Phones,not always,Standard Class,200,White Computer Printout Paper by Universal,20
DR-12940,Daniel Raglin,Franklin,East,Home Office,163993.60000000015,15,Repeated,,57154.737999999925,10932.906666666677,Office Supplies,Binders,not always,Standard Class,190,"Tenex Chairmat w/ Average Lip, 45"" x 53""",20
DS-13030,Darrin Sayre,Seattle,West,Home Office,33523.29000000005,7,Repeated,,3571.899999999995,4789.041428571436,Office Supplies,Binders,not always,First Class,180,Xerox 1992,20
DS-13180,David Smith,Detroit,Central,Corporate,56036.45600000004,17,Repeated,,2698.057999999995,3296.262117647061,Office Supplies,Storage,not always,Standard Class,330,Xerox 1995,20
DV-13045,Darrin Van Huff,Los Angeles,West,Corporate,22389.66,10,Repeated,,-8543.679999999991,2238.966,Furniture,Chairs,not always,Standard Class,100,Stanley Bostitch Contemporary Electric Pencil Sharpeners,20
DV-13465,Dianna Vittorini,Denver,West,Consumer,60194.240000000034,11,Repeated,,6967.090000000008,5472.20363636364,Technology,Phones,not always,Standard Class,140,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",20
DW-13195,David Wiener,Houston,Central,Corporate,17335.74,9,Repeated,,-2292.2099999999996,1926.1933333333336,Furniture,Furnishings,not always,Standard Class,110,Southworth 25% Cotton Linen-Finish Paper & Envelopes,20
DW-13480,Dianna Wilson,Lakeville,Central,Home Office,67976.25999999997,9,Repeated,,15428.376999999986,7552.917777777774,Technology,Phones,not always,Standard Class,60,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",20
DW-13540,Don Weiss,Seattle,West,Consumer,6881.599999999999,10,Repeated,,1393.3439999999996,688.16,Office Supplies,Art,not always,Second Class,100,Zebra Zazzle Fluorescent Highlighters,20
DW-13585,Dorothy Wardle,Columbus,East,Corporate,23842.07999999999,13,Repeated,,-5404.231999999999,1834.0061538461532,Office Supplies,Paper,not always,Standard Class,80,Xerox 1999,20
Dl-13600,Dorris liebe,Pasadena,Central,Corporate,14310.439999999991,8,Repeated,,3213.056000000001,1788.804999999999,Furniture,Chairs,not always,Standard Class,80,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",20
Dp-13240,Dean percer,Murray,West,Home Office,139406.52000000022,20,Repeated,,5658.065999999984,6970.326000000011,Office Supplies,Binders,not always,Standard Class,300,Zebra ZM400 Thermal Label Printer,20
EA-14035,Erin Ashbrook,Charlotte,South,Corporate,52180.32000000002,23,Repeated,,-520.3219999999994,2268.709565217392,Office Supplies,Paper,not always,Standard Class,300,Xerox 206,40
EB-13705,Ed Braxton,Akron,East,Corporate,61449.61999999998,16,Repeated,,1545.982000000001,3840.601249999999,Furniture,Tables,always,Standard Class,140,Xerox 1997,20
EB-13750,Edward Becker,Seattle,West,Corporate,64726.28000000012,20,Repeated,,-1605.72,3236.314000000006,Furniture,Furnishings,not always,Standard Class,260,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",20
EB-13840,Ellis Ballard,Seattle,West,Corporate,86082.08000000002,8,Repeated,,13487.612000000005,10760.260000000002,Office Supplies,Paper,not always,Standard Class,140,Xerox 222,20
EB-13870,Emily Burns,Orem,West,Consumer,50729.930000000095,18,Repeated,,5071.783,2818.3294444444496,Furniture,Chairs,not always,Standard Class,190,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",20
EB-13930,Eric Barreto,San Francisco,West,Consumer,16899.03999999999,9,Repeated,,-1.395999999999873,1877.67111111111,Office Supplies,Binders,not always,Standard Class,80,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),20
EB-13975,Erica Bern,Fairfield,West,Corporate,32865.10000000001,8,Repeated,,3257.561999999999,4108.137500000002,Office Supplies,Binders,always,Standard Class,100,Presstex Flexible Ring Binders,20
EB-14110,Eugene Barchas,Philadelphia,East,Consumer,61422.52000000002,12,Repeated,,3695.3120000000026,5118.543333333335,Furniture,Furnishings,not always,Standard Class,120,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",20
EB-14170,Evan Bailliet,Wilmington,South,Consumer,15495.420000000018,10,Repeated,,4093.2129999999966,1549.5420000000017,Office Supplies,Labels,not always,Standard Class,60,Xerox 1941,20
EC-14050,Erin Creighton,New York City,East,Consumer,9183.440000000002,9,Repeated,,1968.7279999999985,1020.3822222222225,Office Supplies,Paper,not always,Standard Class,70,Xerox 1980,20
ED-13885,Emily Ducich,San Diego,West,Home Office,69252.8,14,Repeated,,13224.022000000024,4946.628571428571,Furniture,Chairs,not always,Standard Class,140,Wilson Jones International Size A4 Ring Binders,20
EG-13900,Emily Grady,Oceanside,East,Consumer,36640.40000000003,10,Repeated,,2085.3119999999994,3664.040000000003,Furniture,Chairs,not always,First Class,120,Xerox 1964,20
EH-13765,Edward Hooks,Watertown,East,Corporate,203326.07999999987,22,Repeated,,27829.76000000002,9242.09454545454,Office Supplies,Paper,not always,Standard Class,460,Xerox 1960,20
EH-13945,Eric Hoffmann,Los Angeles,West,Consumer,12887.819999999982,15,Repeated,,849.2879999999982,859.1879999999987,Office Supplies,Binders,not always,Standard Class,200,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,20
EH-13990,Erica Hackney,Roswell,South,Consumer,13682.779999999995,9,Repeated,,2466.597999999999,1520.3088888888883,Furniture,Chairs,not always,Standard Class,110,"Xerox Color Copier Paper, 11"" x 17"", Ream",20
EH-14005,Erica Hernandez,Denver,West,Home Office,18687.24,12,Repeated,,604.8960000000008,1557.2700000000002,Office Supplies,Binders,not always,Standard Class,80,Xerox 1881,20
EH-14125,Eugene Hildebrand,Aurora,Central,Home Office,58437.53999999997,19,Repeated,,1724.4339999999984,3075.6599999999985,Office Supplies,Binders,not always,Standard Class,250,Zipper Ring Binder Pockets,20
EH-14185,Evan Henry,Decatur,South,Consumer,16054.359999999995,9,Repeated,,4578.041,1783.8177777777773,Office Supplies,Binders,not always,Standard Class,80,Xerox 1927,20
EJ-13720,Ed Jacobs,San Diego,West,Consumer,38048.21999999998,6,Repeated,,8266.043,6341.369999999996,Office Supplies,Storage,not always,Standard Class,90,Novimex Turbo Task Chair,20
EJ-14155,Eva Jacobs,Gulfport,South,Consumer,46870.299999999996,9,Repeated,,9272.392000000007,5207.81111111111,Furniture,Tables,not always,Second Class,100,Jensen SMPS-640 - speaker phone,20
EK-13795,Eileen Kiefer,Santa Ana,West,Home Office,14086.259999999993,7,Repeated,1237.232,1237.232,2012.322857142856,Office Supplies,Art,not always,Standard Class,40,Newell 328,20
EL-13735,Ed Ludwig,Columbia,East,Home Office,2485.599999999999,4,Repeated,542.3079999999998,542.3079999999998,621.3999999999997,Furniture,Furnishings,not always,Standard Class,40,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,20
EM-13810,Eleni McCrary,Los Angeles,West,Corporate,51340.20000000003,10,Repeated,,-2676.55,5134.020000000003,Furniture,Chairs,not always,Standard Class,60,"Neat Ideas Personal Hanging Folder Files, Black",20
EM-13825,Elizabeth Moffitt,Sioux Falls,Central,Corporate,46580.06000000003,15,Repeated,,13571.125999999995,3105.337333333335,Office Supplies,Paper,not always,Standard Class,180,Xerox 1991,20
EM-13960,Eric Murdock,Philadelphia,East,Consumer,18674.07999999999,10,Repeated,,2045.9199999999976,1867.407999999999,Technology,Accessories,not always,Standard Class,60,Lenovo 17-Key USB Numeric Keypad,40
EM-14065,Erin Mull,New York City,East,Consumer,2920.3999999999983,7,Repeated,,210.4760000000001,417.19999999999976,Furniture,Furnishings,not always,Second Class,60,"Personal Folder Holder, Ebony",20
EM-14095,Eudokia Martin,Los Angeles,West,Corporate,20820.84000000001,8,Repeated,,4804.724000000001,2602.6050000000014,Office Supplies,Labels,not always,Second Class,120,Ibico Plastic and Wire Spiral Binding Combs,20
EM-14140,Eugene Moren,Glendale,West,Home Office,91707.75999999997,11,Repeated,,26365.212000000007,8337.069090909088,Technology,Phones,not always,Standard Class,190,Xerox 217,20
